stop_id,stop_name,stop_desc,platform_code,ja-Hrkt,en,zh-Hans,zh-Hant,ko,Flat,Comm Pass,Ward
3310,河原町三条,河原町三条(D),D,かわらまちさんじょう,Kawaramachi Sanjo,河原町三条,河原町三条,가와라마치산조,0,1,中
3320,河原町三条,河原町三条(C),C,かわらまちさんじょう,Kawaramachi Sanjo,河原町三条,河原町三条,가와라마치산조,0,1,中
3330,河原町三条,河原町三条(B),B,かわらまちさんじょう,Kawaramachi Sanjo,河原町三条,河原町三条,가와라마치산조,0,1,中
3340,河原町三条,河原町三条(A),A,かわらまちさんじょう,Kawaramachi Sanjo,河原町三条,河原町三条,가와라마치산조,0,1,中
3410,河原町三条,河原町三条(H),H,かわらまちさんじょう,Kawaramachi Sanjo,河原町三条,河原町三条,가와라마치산조,0,1,中
3420,河原町三条,河原町三条(G),G,かわらまちさんじょう,Kawaramachi Sanjo,河原町三条,河原町三条,가와라마치산조,0,1,中
3430,河原町三条,河原町三条(F),F,かわらまちさんじょう,Kawaramachi Sanjo,河原町三条,河原町三条,가와라마치산조,0,1,中
3440,河原町三条,河原町三条(E),E,かわらまちさんじょう,Kawaramachi Sanjo,河原町三条,河原町三条,가와라마치산조,0,1,中
4110,京都市役所前,京都市役所前(B),B,きょうとしやくしょまえ,Kyoto Shiyakusho-mae (Kyoto City Hall),京都市役所前（京都市政府）,京都市役所前（京都市政府）,교토시야쿠쇼마에（교토시청）,0,1,中
4120,京都市役所前,京都市役所前(D),D,きょうとしやくしょまえ,Kyoto Shiyakusho-mae (Kyoto City Hall),京都市役所前（京都市政府）,京都市役所前（京都市政府）,교토시야쿠쇼마에（교토시청）,0,1,中
4200,京都市役所前,京都市役所前(C),C,きょうとしやくしょまえ,Kyoto Shiyakusho-mae (Kyoto City Hall),京都市役所前（京都市政府）,京都市役所前（京都市政府）,교토시야쿠쇼마에（교토시청）,0,1,中
4300,京都市役所前,京都市役所前(A),A,きょうとしやくしょまえ,Kyoto Shiyakusho-mae (Kyoto City Hall),京都市役所前（京都市政府）,京都市役所前（京都市政府）,교토시야쿠쇼마에（교토시청）,0,1,中
4400,京都市役所前,京都市役所前(E),E,きょうとしやくしょまえ,Kyoto Shiyakusho-mae (Kyoto City Hall),京都市役所前（京都市政府）,京都市役所前（京都市政府）,교토시야쿠쇼마에（교토시청）,0,1,中
5100,河原町丸太町,河原町丸太町(D),D,かわらまちまるたまち,Kawaramachi Marutamachi,河原町丸太町,河原町丸太町,가와라마치마루타마치,0,1,上
5200,河原町丸太町,河原町丸太町(B),B,かわらまちまるたまち,Kawaramachi Marutamachi,河原町丸太町,河原町丸太町,가와라마치마루타마치,0,1,上
5300,河原町丸太町,河原町丸太町(A),A,かわらまちまるたまち,Kawaramachi Marutamachi,河原町丸太町,河原町丸太町,가와라마치마루타마치,0,1,上
5400,河原町丸太町,河原町丸太町(C),C,かわらまちまるたまち,Kawaramachi Marutamachi,河原町丸太町,河原町丸太町,가와라마치마루타마치,0,1,上
6300,府立医大病院前,府立医大病院前(南行),A,ふりついだいびょういんまえ,Furitsu Idaibyoin-mae (University Hospital / Kyoto Prefectural University of Medicine),府立医大病院前（京都府立医科大学医院）,府立醫大病院前（京都府立醫科大學附屬醫院）,후리쓰이다이뵤인마에（교토부립의과대학부속병원）,0,1,上
6400,府立医大病院前,府立医大病院前(北行),B,ふりついだいびょういんまえ,Furitsu Idaibyoin-mae (University Hospital / Kyoto Prefectural University of Medicine),府立医大病院前（京都府立医科大学医院）,府立醫大病院前（京都府立醫科大學附屬醫院）,후리쓰이다이뵤인마에（교토부립의과대학부속병원）,0,1,上
8110,河原町今出川,河原町今出川(A),A,かわらまちいまでがわ,Kawaramachi Imadegawa,河原町今出川,河原町今出川,가와라마치이마데가와,0,1,上
8120,河原町今出川,河原町今出川(E),E,かわらまちいまでがわ,Kawaramachi Imadegawa,河原町今出川,河原町今出川,가와라마치이마데가와,0,1,上
8200,河原町今出川,河原町今出川(D),D,かわらまちいまでがわ,Kawaramachi Imadegawa,河原町今出川,河原町今出川,가와라마치이마데가와,0,1,上
8300,河原町今出川,河原町今出川(B),B,かわらまちいまでがわ,Kawaramachi Imadegawa,河原町今出川,河原町今出川,가와라마치이마데가와,0,1,上
8400,河原町今出川,河原町今出川(C),C,かわらまちいまでがわ,Kawaramachi Imadegawa,河原町今出川,河原町今出川,가와라마치이마데가와,0,1,上
9100,出町柳駅前,出町柳駅前(B),B,でまちやなぎえきまえ,Demachiyanagi Station,出町柳站前,出町柳車站前,데마치야나기에키마에,0,1,上
9200,出町柳駅前,出町柳駅前(A),A,でまちやなぎえきまえ,Demachiyanagi Station,出町柳站前,出町柳車站前,데마치야나기에키마에,0,1,上
9310,出町柳駅前,出町柳駅前(D),D,でまちやなぎえきまえ,Demachiyanagi Station,出町柳站前,出町柳車站前,데마치야나기에키마에,0,1,上
9400,出町柳駅前,出町柳駅前(C),C,でまちやなぎえきまえ,Demachiyanagi Station,出町柳站前,出町柳車站前,데마치야나기에키마에,0,1,上
10300,新葵橋,新葵橋(南行),,しんあおいばし,Shin-Aoibashi,新葵桥,新葵橋,신아오이바시,0,1,左
10400,新葵橋,新葵橋(北行),,しんあおいばし,Shin-Aoibashi,新葵桥,新葵橋,신아오이바시,0,1,左
11300,糺ノ森,糺ノ森(南行),,ただすのもり,Tadasunomori,纠之森,糺之森,다다스노모리,0,1,左
11400,糺ノ森,糺ノ森(北行),,ただすのもり,Tadasunomori,纠之森,糺之森,다다스노모리,0,1,左
12300,下鴨神社前,下鴨神社前(南行),A,しもがもじんじゃまえ,Shimogamo Jinja-mae (Shimogamo-jinja Shrine),下鸭神社前,下鴨神社前,시모가모진자마에,0,1,左
12400,下鴨神社前,下鴨神社前(北行),B,しもがもじんじゃまえ,Shimogamo Jinja-mae (Shimogamo-jinja Shrine),下鸭神社前,下鴨神社前,시모가모진자마에,0,1,左
13300,一本松,一本松(南行),,いっぽんまつ,Ipponmatsu,一本松,一本松,잇폰마쓰,0,1,左
13400,一本松,一本松(北行),,いっぽんまつ,Ipponmatsu,一本松,一本松,잇폰마쓰,0,1,左
14100,洛北高校前,洛北高校前(A),A,らくほくこうこうまえ,Rakuhoku Koko-mae,洛北高中前,洛北高校前,라쿠호쿠코코마에,0,1,左
14200,洛北高校前,洛北高校前(D),D,らくほくこうこうまえ,Rakuhoku Koko-mae,洛北高中前,洛北高校前,라쿠호쿠코코마에,0,1,左
14300,洛北高校前,洛北高校前(B),B,らくほくこうこうまえ,Rakuhoku Koko-mae,洛北高中前,洛北高校前,라쿠호쿠코코마에,0,1,左
14400,洛北高校前,洛北高校前(C),C,らくほくこうこうまえ,Rakuhoku Koko-mae,洛北高中前,洛北高校前,라쿠호쿠코코마에,0,1,左
15100,府立大学前,府立大学前(東行),A,ふりつだいがくまえ,Furitsu Daigaku-mae (Kyoto Prefectural University),府立大学前（京都府立大学）,府立大學前（京都府立大學）,후리쓰다이가쿠마에（교토부립대학）,0,1,左
15200,府立大学前,府立大学前(西行),B,ふりつだいがくまえ,Furitsu Daigaku-mae (Kyoto Prefectural University),府立大学前（京都府立大学）,府立大學前（京都府立大學）,후리쓰다이가쿠마에（교토부립대학）,0,1,左
16100,植物園前,植物園前(東行),A,しょくぶつえんまえ,Shokubutsuen-mae (Botanical Gardens),植物园前,植物園前,쇼쿠부쓰엔마에,0,1,左
16200,植物園前,植物園前(西行),B,しょくぶつえんまえ,Shokubutsuen-mae (Botanical Gardens),植物园前,植物園前,쇼쿠부쓰엔마에,0,1,左
17100,烏丸北大路,烏丸北大路(A),A,からすまきたおおじ,Karasuma Kitaoji,乌丸北大路,烏丸北大路,가라스마키타오지,0,1,北
17200,烏丸北大路,烏丸北大路(B),B,からすまきたおおじ,Karasuma Kitaoji,乌丸北大路,烏丸北大路,가라스마키타오지,0,1,北
17300,烏丸北大路,烏丸北大路(C),C,からすまきたおおじ,Karasuma Kitaoji,乌丸北大路,烏丸北大路,가라스마키타오지,0,1,北
17400,烏丸北大路,烏丸北大路(D),D,からすまきたおおじ,Karasuma Kitaoji,乌丸北大路,烏丸北大路,가라스마키타오지,0,1,北
18100,北大路新町,北大路新町(東行),A,きたおおじしんまち,Kitaoji Shinmachi,北大路新町,北大路新町,기타오지신마치,0,1,北
18200,北大路新町,北大路新町(西行),,きたおおじしんまち,Kitaoji Shinmachi,北大路新町,北大路新町,기타오지신마치,0,1,北
20100,元町,元町(東行),,もとまち,Motomachi,元町,元町,모토마치,0,1,北
20200,元町,元町(西行),,もとまち,Motomachi,元町,元町,모토마치,0,1,北
21100,上堀川,上堀川(A),A,かみほりかわ,Kami-Horikawa,上堀川,上堀川,가미호리카와,0,1,北
21200,上堀川,上堀川(B),B,かみほりかわ,Kami-Horikawa,上堀川,上堀川,가미호리카와,0,1,北
21300,上堀川,上堀川(C),C,かみほりかわ,Kami-Horikawa,上堀川,上堀川,가미호리카와,0,1,北
21400,上堀川,上堀川(D),D,かみほりかわ,Kami-Horikawa,上堀川,上堀川,가미호리카와,0,1,北
22100,下緑町,下緑町(東行),,しもみどりちょう,Shimomidoricho,下绿町,下綠町,시모미도리초,0,1,北
22200,下緑町,下緑町(西行),,しもみどりちょう,Shimomidoricho,下绿町,下綠町,시모미도리초,0,1,北
23100,常徳寺前,常徳寺前(東行),,じょうとくじまえ,Jotokuji-mae,常德寺前,常徳寺前,조토쿠지마에,0,1,北
23200,常徳寺前,常徳寺前(西行),,じょうとくじまえ,Jotokuji-mae,常德寺前,常徳寺前,조토쿠지마에,0,1,北
24100,紫野泉堂町,紫野泉堂町(東行),A,むらさきのせんどうちょう,Murasakino Sendocho,紫野泉堂町,紫野泉堂町,무라사키노센도초,0,1,北
24300,紫野泉堂町,紫野泉堂町(南行),B,むらさきのせんどうちょう,Murasakino Sendocho,紫野泉堂町,紫野泉堂町,무라사키노센도초,0,1,北
24400,紫野泉堂町,紫野泉堂町(北行),C,むらさきのせんどうちょう,Murasakino Sendocho,紫野泉堂町,紫野泉堂町,무라사키노센도초,0,1,北
25100,旭ヶ丘,旭ヶ丘(東行),,あさひがおか,Asahigaoka,旭丘,旭丘,아사히가오카,0,1,北
25200,旭ヶ丘,旭ヶ丘(西行),,あさひがおか,Asahigaoka,旭丘,旭丘,아사히가오카,0,1,北
26200,佛教大学前,佛教大学前(A),A,ぶっきょうだいがくまえ,Bukkyo Daigaku-mae (Bukkyo University),佛教大学前,佛教大學前,붓쿄다이가쿠마에,0,1,北
26300,佛教大学前,佛教大学前(B),B,ぶっきょうだいがくまえ,Bukkyo Daigaku-mae (Bukkyo University),佛教大学前,佛教大學前,붓쿄다이가쿠마에,0,1,北
26400,佛教大学前,佛教大学前(C),C,ぶっきょうだいがくまえ,Bukkyo Daigaku-mae (Bukkyo University),佛教大学前,佛教大學前,붓쿄다이가쿠마에,0,1,北
27400,北木ノ畑町,北木ノ畑町(北行),,きたこのはたちょう,Kitakonohatacho,北木之畑町,北木之畑町,기타코노하타초,0,1,北
28400,鷹峯上ノ町,鷹峯上ノ町(北行),,たかがみねかみのちょう,Takagamine Kaminocho,鹰峯上之町,鷹峯上之町,다카가미네카미노초,0,1,北
29400,土天井町,土天井町(北行),,どてんじょうちょう,Dotenjocho,土天井町,土天井町,도텐조초,0,1,北
30100,鷹峯源光庵前,鷹峯源光庵前(東行),,たかがみねげんこうあんまえ,Takagamine Genkoan-mae,鹰峯源光庵前,鷹峯源光庵前,다카가미네겐코안마에,0,1,北
31100,釈迦谷口,釈迦谷口(東行),,しゃかだにぐち,Shakadani-guchi,释迦谷口,釋迦谷口,샤카다니구치,0,1,北
32100,玄琢,玄琢(東行),,げんたく,Gentaku,玄琢,玄琢,겐타쿠,0,1,北
33300,玄琢下,玄琢下(南行),,げんたくした,Gentaku-shita,玄琢下,玄琢下,겐타쿠시타,0,1,北
33400,玄琢下,玄琢下(北行),,げんたくした,Gentaku-shita,玄琢下,玄琢下,겐타쿠시타,0,1,北
34110,西賀茂車庫前,西賀茂車庫前(東行(車庫内)),,にしがもしゃこまえ,Nishigamo Shako-mae,西贺茂车库前,西賀茂車庫前,니시가모샤코마에,0,1,北
34120,西賀茂車庫前,西賀茂車庫前(東行),,にしがもしゃこまえ,Nishigamo Shako-mae,西贺茂车库前,西賀茂車庫前,니시가모샤코마에,0,1,北
34210,西賀茂車庫前,西賀茂車庫前(西行(車庫内)),,にしがもしゃこまえ,Nishigamo Shako-mae,西贺茂车库前,西賀茂車庫前,니시가모샤코마에,0,1,北
34220,西賀茂車庫前,西賀茂車庫前(西行),,にしがもしゃこまえ,Nishigamo Shako-mae,西贺茂车库前,西賀茂車庫前,니시가모샤코마에,0,1,北
35300,神光院前,神光院前(南行),,じんこういんまえ,Jinkoin-mae,神光院前,神光院前,진코인마에,0,1,北
35400,神光院前,神光院前(北行),,じんこういんまえ,Jinkoin-mae,神光院前,神光院前,진코인마에,0,1,北
36300,大宮総門口町,大宮総門口町(南行),,おおみやそうもんぐちちょう,Omiya Somonguchicho,大宫综门口町,大宮總門口町,오미야소몬구치초,0,1,北
36400,大宮総門口町,大宮総門口町(北行),,おおみやそうもんぐちちょう,Omiya Somonguchicho,大宫综门口町,大宮總門口町,오미야소몬구치초,0,1,北
37100,大宮田尻町,大宮田尻町(東行),,おおみやたじりちょう,Omiya Tajiricho,大宫田尻町,大宮田尻町,오미야타지리초,0,1,北
37200,大宮田尻町,大宮田尻町(西行),,おおみやたじりちょう,Omiya Tajiricho,大宫田尻町,大宮田尻町,오미야타지리초,0,1,北
38100,上賀茂御薗橋,上賀茂御薗橋(東行),,かみがもみそのばし,Kamigamo Misonobashi,上贺茂御园桥,上賀茂御薗橋,가미가모미소노바시,0,1,北
38200,上賀茂御薗橋,上賀茂御薗橋(西行),,かみがもみそのばし,Kamigamo Misonobashi,上贺茂御园桥,上賀茂御薗橋,가미가모미소노바시,0,1,北
38300,上賀茂御薗橋,上賀茂御薗橋(南行),,かみがもみそのばし,Kamigamo Misonobashi,上贺茂御园桥,上賀茂御薗橋,가미가모미소노바시,0,1,北
38400,上賀茂御薗橋,上賀茂御薗橋(北行),,かみがもみそのばし,Kamigamo Misonobashi,上贺茂御园桥,上賀茂御薗橋,가미가모미소노바시,0,1,北
39300,加茂川中学前,加茂川中学前(南行),,かもがわちゅうがくまえ,Kamogawa Chugaku-mae,加茂川中学前,加茂川中學前,가모가와추가쿠마에,0,1,北
39400,加茂川中学前,加茂川中学前(北行),,かもがわちゅうがくまえ,Kamogawa Chugaku-mae,加茂川中学前,加茂川中學前,가모가와추가쿠마에,0,1,北
40200,下岸町,下岸町(西行),,しもぎしちょう,Shimogishicho,下岸町,下岸町,시모기시초,0,1,北
40300,下岸町,下岸町(南行),,しもぎしちょう,Shimogishicho,下岸町,下岸町,시모기시초,0,1,北
40410,下岸町,下岸町(北行北詰),,しもぎしちょう,Shimogishicho,下岸町,下岸町,시모기시초,0,1,北
40420,下岸町,下岸町(北行南詰),,しもぎしちょう,Shimogishicho,下岸町,下岸町,시모기시초,0,1,北
41100,上賀茂菖蒲園町,上賀茂菖蒲園町(東行),,かみがもしょうぶえんちょう,Kamigamo Shobuencho,上贺茂菖蒲园町,上賀茂菖蒲園町,가미가모쇼부엔초,0,1,北
41200,上賀茂菖蒲園町,上賀茂菖蒲園町(西行),,かみがもしょうぶえんちょう,Kamigamo Shobuencho,上贺茂菖蒲园町,上賀茂菖蒲園町,가미가모쇼부엔초,0,1,北
42300,東高縄町,東高縄町(南行),,ひがしたかなわちょう,Higashitakanawacho,东高绳町,東高繩町,히가시타카나와초,0,1,北
42400,東高縄町,東高縄町(北行),,ひがしたかなわちょう,Higashitakanawacho,东高绳町,東高繩町,히가시타카나와초,0,1,北
43300,下鳥田町,下鳥田町(南行),A,しもとりだちょう,Shimotoridacho,下鸟田町,下鳥田町,시모토리다초,0,1,北
43400,下鳥田町,下鳥田町(北行),,しもとりだちょう,Shimotoridacho,下鸟田町,下鳥田町,시모토리다초,0,1,北
44100,北大路堀川,北大路堀川(D),D,きたおおじほりかわ,Kitaoji Horikawa,北大路堀川,北大路堀川,기타오지호리카와,0,1,北
44200,北大路堀川,北大路堀川(C),C,きたおおじほりかわ,Kitaoji Horikawa,北大路堀川,北大路堀川,기타오지호리카와,0,1,北
44310,北大路堀川,北大路堀川(B),B,きたおおじほりかわ,Kitaoji Horikawa,北大路堀川,北大路堀川,기타오지호리카와,0,1,北
44320,北大路堀川,北大路堀川(A),A,きたおおじほりかわ,Kitaoji Horikawa,北大路堀川,北大路堀川,기타오지호리카와,0,1,北
44400,北大路堀川,北大路堀川(E),E,きたおおじほりかわ,Kitaoji Horikawa,北大路堀川,北大路堀川,기타오지호리카와,0,1,北
45300,下総町,下総町(南行),A,しもふさちょう,Shimofusacho,下综町,下總町,시모후사초,0,1,北
45400,下総町,下総町(北行),,しもふさちょう,Shimofusacho,下综町,下總町,시모후사초,0,1,北
48100,烏丸今出川（地下鉄今出川駅）,烏丸今出川（地下鉄今出川駅）(A),A,からすまいまでがわ（ちかてついまでがわえき）,Karasuma Imadegawa (Subway Imadegawa Station),乌丸今出川（地铁今出川站）,烏丸今出川（地下鐵今出川車站）,가라스마이마데가와（지하철 이마데가와역）,0,1,上
48200,烏丸今出川（地下鉄今出川駅）,烏丸今出川（地下鉄今出川駅）(B),B,からすまいまでがわ（ちかてついまでがわえき）,Karasuma Imadegawa (Subway Imadegawa Station),乌丸今出川（地铁今出川站）,烏丸今出川（地下鐵今出川車站）,가라스마이마데가와（지하철 이마데가와역）,0,1,上
48300,烏丸今出川（地下鉄今出川駅）,烏丸今出川（地下鉄今出川駅）(C),C,からすまいまでがわ（ちかてついまでがわえき）,Karasuma Imadegawa (Subway Imadegawa Station),乌丸今出川（地铁今出川站）,烏丸今出川（地下鐵今出川車站）,가라스마이마데가와（지하철 이마데가와역）,0,1,上
48400,烏丸今出川（地下鉄今出川駅）,烏丸今出川（地下鉄今出川駅）(D),D,からすまいまでがわ（ちかてついまでがわえき）,Karasuma Imadegawa (Subway Imadegawa Station),乌丸今出川（地铁今出川站）,烏丸今出川（地下鐵今出川車站）,가라스마이마데가와（지하철 이마데가와역）,0,1,上
49300,烏丸一条,烏丸一条(南行),,からすまいちじょう,Karasuma Ichijo,乌丸一条,烏丸一条,가라스마이치조,0,1,上
49400,烏丸一条,烏丸一条(北行),,からすまいちじょう,Karasuma Ichijo,乌丸一条,烏丸一条,가라스마이치조,0,1,上
50300,烏丸下長者町,烏丸下長者町(南行),,からすましもちょうじゃまち,Karasuma Shimochojamachi,乌丸下长者町,烏丸下長者町,가라스마시모초자마치,0,1,上
50400,烏丸下長者町,烏丸下長者町(北行),,からすましもちょうじゃまち,Karasuma Shimochojamachi,乌丸下长者町,烏丸下長者町,가라스마시모초자마치,0,1,上
51100,烏丸丸太町（地下鉄丸太町駅）,烏丸丸太町（地下鉄丸太町駅）(A),A,からすままるたまち（ちかてつまるたまちえき）,Karasuma Marutamachi (Subway Marutamachi Station),乌丸丸太町（地铁丸太町站）,烏丸丸太町（地下鐵丸太町車站）,가라스마마루타마치（지하철 마루타마치역）,0,1,中
51200,烏丸丸太町（地下鉄丸太町駅）,烏丸丸太町（地下鉄丸太町駅）(B),B,からすままるたまち（ちかてつまるたまちえき）,Karasuma Marutamachi (Subway Marutamachi Station),乌丸丸太町（地铁丸太町站）,烏丸丸太町（地下鐵丸太町車站）,가라스마마루타마치（지하철 마루타마치역）,0,1,中
51300,烏丸丸太町（地下鉄丸太町駅）,烏丸丸太町（地下鉄丸太町駅）(C),C,からすままるたまち（ちかてつまるたまちえき）,Karasuma Marutamachi (Subway Marutamachi Station),乌丸丸太町（地铁丸太町站）,烏丸丸太町（地下鐵丸太町車站）,가라스마마루타마치（지하철 마루타마치역）,0,1,中
51400,烏丸丸太町（地下鉄丸太町駅）,烏丸丸太町（地下鉄丸太町駅）(D),D,からすままるたまち（ちかてつまるたまちえき）,Karasuma Marutamachi (Subway Marutamachi Station),乌丸丸太町（地铁丸太町站）,烏丸丸太町（地下鐵丸太町車站）,가라스마마루타마치（지하철 마루타마치역）,0,1,中
52300,烏丸二条,烏丸二条(南行),A,からすまにじょう,Karasuma Nijo,乌丸二条,烏丸二条,가라스마니조,0,1,中
52400,烏丸二条,烏丸二条(北行),B,からすまにじょう,Karasuma Nijo,乌丸二条,烏丸二条,가라스마니조,0,1,中
53100,烏丸御池,烏丸御池(A),A,からすまおいけ,Karasuma Oike,乌丸御池,烏丸御池,가라스마오이케,0,1,中
53200,烏丸御池,烏丸御池(C),C,からすまおいけ,Karasuma Oike,乌丸御池,烏丸御池,가라스마오이케,0,1,中
53300,烏丸御池,烏丸御池(B),B,からすまおいけ,Karasuma Oike,乌丸御池,烏丸御池,가라스마오이케,0,1,中
53400,烏丸御池,烏丸御池(D),D,からすまおいけ,Karasuma Oike,乌丸御池,烏丸御池,가라스마오이케,0,1,中
54300,烏丸三条,烏丸三条(南行),A,からすまさんじょう,Karasuma Sanjo,乌丸三条,烏丸三条,가라스마산조,0,1,中
54400,烏丸三条,烏丸三条(北行),B,からすまさんじょう,Karasuma Sanjo,乌丸三条,烏丸三条,가라스마산조,0,1,中
55001,四条烏丸（地下鉄四条駅）,四条烏丸（地下鉄四条駅）(おりば),,しじょうからすま（ちかてつしじょうえき）,Shijo Karasuma (Subway Shijo Station),四条乌丸（地铁四条站）,四条烏丸（地下鐵四条車站）,시조카라스마（지하철 시조역）,0,1,下
55100,四条烏丸（地下鉄四条駅）,四条烏丸（地下鉄四条駅）(F),F,しじょうからすま（ちかてつしじょうえき）,Shijo Karasuma (Subway Shijo Station),四条乌丸（地铁四条站）,四条烏丸（地下鐵四条車站）,시조카라스마（지하철 시조역）,0,1,下
55210,四条烏丸（地下鉄四条駅）,四条烏丸（地下鉄四条駅）(E),E,しじょうからすま（ちかてつしじょうえき）,Shijo Karasuma (Subway Shijo Station),四条乌丸（地铁四条站）,四条烏丸（地下鐵四条車站）,시조카라스마（지하철 시조역）,0,1,下
55220,四条烏丸（地下鉄四条駅）,四条烏丸（地下鉄四条駅）(D),D,しじょうからすま（ちかてつしじょうえき）,Shijo Karasuma (Subway Shijo Station),四条乌丸（地铁四条站）,四条烏丸（地下鐵四条車站）,시조카라스마（지하철 시조역）,0,1,下
55310,四条烏丸（地下鉄四条駅）,四条烏丸（地下鉄四条駅）(B),B,しじょうからすま（ちかてつしじょうえき）,Shijo Karasuma (Subway Shijo Station),四条乌丸（地铁四条站）,四条烏丸（地下鐵四条車站）,시조카라스마（지하철 시조역）,0,1,下
55320,四条烏丸（地下鉄四条駅）,四条烏丸（地下鉄四条駅）(A),A,しじょうからすま（ちかてつしじょうえき）,Shijo Karasuma (Subway Shijo Station),四条乌丸（地铁四条站）,四条烏丸（地下鐵四条車站）,시조카라스마（지하철 시조역）,0,1,中
55410,四条烏丸（地下鉄四条駅）,四条烏丸（地下鉄四条駅）(G),G,しじょうからすま（ちかてつしじょうえき）,Shijo Karasuma (Subway Shijo Station),四条乌丸（地铁四条站）,四条烏丸（地下鐵四条車站）,시조카라스마（지하철 시조역）,0,1,中
55420,四条烏丸（地下鉄四条駅）,四条烏丸（地下鉄四条駅）(C),C,しじょうからすま（ちかてつしじょうえき）,Shijo Karasuma (Subway Shijo Station),四条乌丸（地铁四条站）,四条烏丸（地下鐵四条車站）,시조카라스마（지하철 시조역）,0,1,下
56300,烏丸松原,烏丸松原(南行),,からすままつばら,Karasuma Matsubara,乌丸松原,烏丸松原,가라스마마쓰바라,0,1,下
56400,烏丸松原,烏丸松原(北行),B,からすままつばら,Karasuma Matsubara,乌丸松原,烏丸松原,가라스마마쓰바라,0,1,下
57100,烏丸五条（地下鉄五条駅）,烏丸五条（地下鉄五条駅）(D),D,からすまごじょう（ちかてつごじょうえき）,Karasuma Gojo (Subway Gojo Station),乌丸五条（地铁五条站）,烏丸五条（地下鐵五条車站）,가라스마고조（지하철 고조역）,0,1,下
57200,烏丸五条（地下鉄五条駅）,烏丸五条（地下鉄五条駅）(C),C,からすまごじょう（ちかてつごじょうえき）,Karasuma Gojo (Subway Gojo Station),乌丸五条（地铁五条站）,烏丸五条（地下鐵五条車站）,가라스마고조（지하철 고조역）,0,1,下
57300,烏丸五条（地下鉄五条駅）,烏丸五条（地下鉄五条駅）(A),A,からすまごじょう（ちかてつごじょうえき）,Karasuma Gojo (Subway Gojo Station),乌丸五条（地铁五条站）,烏丸五条（地下鐵五条車站）,가라스마고조（지하철 고조역）,0,1,下
57400,烏丸五条（地下鉄五条駅）,烏丸五条（地下鉄五条駅）(B),B,からすまごじょう（ちかてつごじょうえき）,Karasuma Gojo (Subway Gojo Station),乌丸五条（地铁五条站）,烏丸五条（地下鐵五条車站）,가라스마고조（지하철 고조역）,0,1,下
58300,烏丸六条,烏丸六条(南行),,からすまろくじょう,Karasuma Rokujo,乌丸六条,烏丸六条,가라스마로쿠조,0,1,下
58400,烏丸六条,烏丸六条(北行),,からすまろくじょう,Karasuma Rokujo,乌丸六条,烏丸六条,가라스마로쿠조,0,1,下
59100,烏丸七条,烏丸七条(B),B,からすまななじょう,Karasuma Nanajo,乌丸七条,烏丸七条,가라스마나나조,0,1,下
59200,烏丸七条,烏丸七条(D),D,からすまななじょう,Karasuma Nanajo,乌丸七条,烏丸七条,가라스마나나조,0,1,下
59310,烏丸七条,烏丸七条(C),C,からすまななじょう,Karasuma Nanajo,乌丸七条,烏丸七条,가라스마나나조,0,1,下
59320,烏丸七条,烏丸七条(A),A,からすまななじょう,Karasuma Nanajo,乌丸七条,烏丸七条,가라스마나나조,0,1,下
59400,烏丸七条,烏丸七条(E),E,からすまななじょう,Karasuma Nanajo,乌丸七条,烏丸七条,가라스마나나조,0,1,下
60100,上賀茂石計町,上賀茂石計町(東行),,かみがもいしかずちょう,Kamigamo Ishikazucho,上贺茂石计町,上賀茂石計町,가미가모이시카즈초,0,1,北
60200,上賀茂石計町,上賀茂石計町(西行),,かみがもいしかずちょう,Kamigamo Ishikazucho,上贺茂石计町,上賀茂石計町,가미가모이시카즈초,0,1,北
60300,上賀茂石計町,上賀茂石計町(南行),,かみがもいしかずちょう,Kamigamo Ishikazucho,上贺茂石计町,上賀茂石計町,가미가모이시카즈초,0,1,北
60400,上賀茂石計町,上賀茂石計町(北行),,かみがもいしかずちょう,Kamigamo Ishikazucho,上贺茂石计町,上賀茂石計町,가미가모이시카즈초,0,1,北
61001,京都駅前,京都駅前(おりば(東行)),,きょうとえきまえ,Kyoto Station,京都站前,京都車站前,교토에키마에,0,1,下
61002,京都駅前,京都駅前(おりば(西行)),,きょうとえきまえ,Kyoto Station,京都站前,京都車站前,교토에키마에,0,1,下
61211,京都駅前,京都駅前(A1),A1,きょうとえきまえ,Kyoto Station,京都站前,京都車站前,교토에키마에,0,1,下
61212,京都駅前,京都駅前(A2),A2,きょうとえきまえ,Kyoto Station,京都站前,京都車站前,교토에키마에,0,1,下
61213,京都駅前,京都駅前(A3),A3,きょうとえきまえ,Kyoto Station,京都站前,京都車站前,교토에키마에,0,1,下
61221,京都駅前,京都駅前(B1),B1,きょうとえきまえ,Kyoto Station,京都站前,京都車站前,교토에키마에,0,1,下
61222,京都駅前,京都駅前(B2),B2,きょうとえきまえ,Kyoto Station,京都站前,京都車站前,교토에키마에,0,1,下
61223,京都駅前,京都駅前(B3),B3,きょうとえきまえ,Kyoto Station,京都站前,京都車站前,교토에키마에,0,1,下
61231,京都駅前,京都駅前(C1),C1,きょうとえきまえ,Kyoto Station,京都站前,京都車站前,교토에키마에,0,1,下
61234,京都駅前,京都駅前(C4),C4,きょうとえきまえ,Kyoto Station,京都站前,京都車站前,교토에키마에,0,1,下
61235,京都駅前,京都駅前(C5),C5,きょうとえきまえ,Kyoto Station,京都站前,京都車站前,교토에키마에,0,1,下
